Date,Open,High,Low,Close,Adj Close,Volume,EMA_12,EMA_26,EMA_50,EMA_200,Ticker
2024-08-30,358.4200134277344,362.9700012207031,354.57000732421875,362.7200012207031,362.7200012207031,2988600,349.7371522222128,341.4498409356394,336.70420579606173,333.87702661096483,PANW
2024-09-03,359.54998779296875,365.5,352.95001220703125,355.07000732421875,355.07000732421875,2615800,350.55759146867524,342.4587421496082,337.42443330696983,334.0879020409475,PANW
2024-09-04,343.29998779296875,348.0400085449219,338.0899963378906,346.1499938964844,346.1499938964844,3069200,349.879499534492,342.73216820493235,337.7666121536175,334.20792285543047,PANW
2024-09-05,343.3500061035156,345.8599853515625,339.07000732421875,343.739990234375,343.739990234375,1689500,348.93495964216635,342.80682168859477,338.0008622744315,334.30276929701205,PANW
2024-09-06,345.0,347.0299987792969,333.8399963378906,335.82000732421875,335.82000732421875,2367600,346.91727467017444,342.28927988382617,337.91533855089375,334.3178661928052,PANW
2024-09-09,338.8399963378906,344.92999267578125,337.6499938964844,344.04998779296875,344.04998779296875,2394300,346.4761536121428,342.4197026919108,338.1559130309751,334.4147032236526,PANW
2024-09-10,347.0,348.1099853515625,340.07000732421875,347.5799865722656,347.5799865722656,2479900,346.6459740675463,342.80194594230744,338.52548454239826,334.54570106791743,PANW
2024-09-11,346.4800109863281,346.4800109863281,332.70001220703125,341.7699890136719,341.7699890136719,3457000,345.8958225207964,342.7255046883344,338.65272001185997,334.6175845300643,PANW
2024-09-12,344.010009765625,346.3999938964844,341.29998779296875,345.1600036621094,345.1600036621094,1759000,345.7826196194599,342.90583794565106,338.9079076059874,334.72248422292046,PANW
2024-09-13,345.1600036621094,352.6000061035156,344.4700012207031,346.8999938964844,346.8999938964844,1526300,345.95452335438677,343.2017013494165,339.22132275463434,334.8436534734037,PANW
2024-09-16,346.5799865722656,349.2699890136719,342.9200134277344,346.1099853515625,346.1099853515625,1696600,345.9784405847215,343.4171297940199,339.49146638588644,334.9557562781615,PANW
2024-09-17,347.2099914550781,347.94000244140625,336.2699890136719,337.92999267578125,337.92999267578125,2499400,344.74021782949995,343.0106751926689,339.43023212274505,334.98535067017764,PANW
2024-09-18,336.94000244140625,337.75,328.7200012207031,329.75,329.75,2853700,342.43403047111536,342.0284029561749,339.05061517675506,334.93325762868335,PANW
2024-09-19,337.8999938964844,339.17999267578125,332.3999938964844,333.6000061035156,333.6000061035156,2403800,341.0749497991769,341.4040772633853,338.8368658013339,334.91999144435334,PANW
2024-09-20,333.0,341.04998779296875,332.3299865722656,340.1199951171875,340.1199951171875,3776300,340.9280336942555,341.30896006737066,338.887184598034,334.9717327744313,PANW
2024-09-23,339.6400146484375,345.3500061035156,337.1700134277344,344.1700134277344,344.1700134277344,2205200,341.4267998070984,341.5208899459161,339.0943543560615,335.0632579550612,PANW
2024-09-24,345.0400085449219,345.8699951171875,338.510009765625,343.5199890136719,343.5199890136719,2260500,341.748828915802,341.66897135834245,339.26790865635996,335.14740453275886,PANW
2024-09-25,343.42999267578125,345.0,338.3599853515625,340.510009765625,340.510009765625,1788300,341.5582413542363,341.5831223514745,339.31661850378214,335.2007637888073,PANW
2024-09-26,343.54998779296875,344.2699890136719,335.29998779296875,338.7300109863281,338.7300109863281,2527200,341.12312898994276,341.3717807688711,339.2936142874114,335.23588067634483,PANW
2024-09-27,338.8699951171875,339.9599914550781,334.5,335.75,335.75,1759600,340.2964937607208,340.9553525637695,339.1546490212384,335.2409962915056,PANW
2024-09-30,335.1700134277344,343.42999267578125,335.0,341.79998779296875,341.79998779296875,2569900,340.5278005349128,341.0179181363028,339.2583877966004,335.3062598885351,PANW
2024-10-01,341.6000061035156,341.7799987792969,328.25,329.2900085449219,329.2900085449219,2703000,338.79890945952957,340.1491840924968,338.86747096320124,335.24639669108626,PANW
2024-10-02,330.54998779296875,337.6199951171875,328.54998779296875,332.1300048828125,332.1300048828125,2052600,337.7729241400346,339.55517081770535,338.6032566071076,335.2153878173721,PANW
2024-10-03,329.9599914550781,336.69000244140625,328.9100036621094,335.94000244140625,335.94000244140625,2010300,337.4909361863995,339.2873805676091,338.4988152672762,335.22259791313365,PANW
2024-10-04,342.0,342.9599914550781,335.5899963378906,342.3599853515625,342.3599853515625,2036400,338.24002067334766,339.514980921976,338.6502337019541,335.29361669361555,PANW
2024-10-07,340.6199951171875,345.55999755859375,336.80999755859375,337.94000244140625,337.94000244140625,2399600,338.19386402227974,339.3983158493412,338.62238149565815,335.319948890111,PANW
2024-10-08,345.3999938964844,357.0,345.0,355.1300048828125,355.1300048828125,3318500,340.7994241546694,340.56362614811684,339.26973927554656,335.517063875113,PANW
2024-10-09,355.1300048828125,363.55999755859375,355.0,362.8699951171875,362.8699951171875,2459200,344.1948966104414,342.2159497754554,340.19523950463054,335.78923234518345,PANW
2024-10-10,360.0,369.7900085449219,360.0,369.3999938964844,369.3999938964844,2226200,348.07260388521723,344.2295826733094,341.3405239905856,336.12366778350486,PANW
2024-10-11,369.010009765625,378.3299865722656,368.95001220703125,373.20001220703125,373.20001220703125,2298000,351.93835901165016,346.37554041654806,342.5899156853482,336.4925866334902,PANW
2024-10-14,376.989990234375,377.1300048828125,369.7900085449219,373.9100036621094,373.9100036621094,1494900,355.31861203479775,348.41513028658966,343.81815442953496,336.86489924074016,PANW
2024-10-15,373.04998779296875,376.32000732421875,370.010009765625,374.44000244140625,374.44000244140625,3729000,358.2603644050452,350.34289859435387,345.0190112143142,337.2387808646274,PANW
2024-10-16,374.44000244140625,374.5400085449219,367.4100036621094,373.2300109863281,373.2300109863281,3083400,360.5633869560118,352.0382402530186,346.12532493086377,337.59690255738064,PANW
2024-10-17,372.0,379.7300109863281,370.3299865722656,376.1499938964844,376.1499938964844,1547600,362.9613264853153,353.8242960784605,347.30276292951555,337.98051540652597,PANW
2024-10-18,373.2099914550781,376.0,372.6400146484375,374.8299865722656,374.8299865722656,1450000,364.78727419099994,355.3802731520757,348.3822618958979,338.3471768111602,PANW
2024-10-21,374.9700012207031,384.0,373.0299987792969,378.4100036621094,378.4100036621094,2181300,366.8830787250168,357.0861791157819,349.55982039653367,338.74581190420446,PANW
2024-07-22,283.6199951171875,289.0899963378906,282.7300109863281,287.0799865722656,287.0799865722656,3260000,287.0799865722656,287.0799865722656,287.0799865722656,287.0799865722656,CDNS
2024-07-23,285.8599853515625,291.8299865722656,280.7699890136719,282.989990234375,282.989990234375,3342000,286.4507563664363,286.77702388057,286.919594559015,287.0392900912916,CDNS
2024-07-24,280.04998779296875,281.0299987792969,265.7699890136719,266.3399963378906,266.3399963378906,3086700,283.35679328512157,285.2631699885197,286.11255149152,286.83332696936725,CDNS
2024-07-25,267.0,268.92999267578125,258.1600036621094,258.3800048828125,258.3800048828125,3483300,279.51421045399707,283.27182442513396,285.0250006441197,286.5502093366652,CDNS
2024-07-26,263.0400085449219,264.54998779296875,257.7799987792969,258.7900085449219,258.7900085449219,2605300,276.3258716987547,281.45835658215526,283.9961774245433,286.2739884332648,CDNS
2024-07-29,260.489990234375,264.80999755859375,258.6000061035156,259.04998779296875,259.04998779296875,1506000,273.6680434055569,279.7984774125859,283.01789547820704,286.0031028547544,CDNS
2024-07-30,258.94000244140625,260.760009765625,250.83999633789062,253.11000061035156,253.11000061035156,2859800,270.5052675909099,277.821553205013,281.8450368559382,285.67580830505887,CDNS
2024-07-31,264.1700134277344,269.5199890136719,261.7900085449219,267.6600036621094,267.6600036621094,4149500,270.0675346787867,277.06884583146456,281.2887610444155,285.4965465673181,CDNS
2024-08-01,266.239990234375,270.9200134277344,258.8999938964844,260.80999755859375,260.80999755859375,2865500,268.64329819875707,275.8644867001408,280.4856722802656,285.2509092637487,CDNS
2024-08-02,253.30999755859375,257.0,241.4499969482422,249.6300048828125,249.6300048828125,4742000,265.7181761501502,273.92119175070906,279.27564610781644,284.89647240423693,CDNS
2024-08-05,249.44000244140625,250.67999267578125,241.2899932861328,246.83999633789062,246.83999633789062,4285600,262.81384079441796,271.9151772756855,278.00365984232917,284.5178010005917,CDNS
2024-08-06,259.44000244140625,265.0400085449219,252.61000061035156,259.79998779296875,259.79998779296875,4752400,262.3501711018873,271.0177558325213,277.2897903501974,284.2718526104661,CDNS
2024-08-07,267.7099914550781,271.0,250.05999755859375,250.30999755859375,250.30999755859375,2484500,260.4978367106114,269.48384781223035,276.2317592603306,283.93392370447737,CDNS
2024-08-08,257.75,269.1499938964844,256.0,268.67999267578125,268.67999267578125,3226800,261.75662993602214,269.4243029873082,275.9356115511326,283.78214329623165,CDNS
2024-08-09,267.0,271.0899963378906,265.6600036621094,270.1300048828125,270.1300048828125,1865200,263.04484146629756,269.47657720179,275.70794070139453,283.6463011229638,CDNS
2024-08-12,268.8999938964844,269.5199890136719,263.42999267578125,266.6400146484375,266.6400146484375,1309700,263.5979450327806,269.26646145709725,275.35233575814135,283.47708434212274,CDNS
2024-08-13,269.4800109863281,273.9599914550781,268.1600036621094,271.4100036621094,271.4100036621094,1661800,264.7998002065235,269.4252423611722,275.1977344994734,283.35701388759526,CDNS
2024-08-14,271.7300109863281,274.5299987792969,269.9800109863281,271.7799987792969,271.7799987792969,1734100,265.8736769100271,269.59966876251474,275.0637056477018,283.2418197074132,CDNS
2024-08-15,276.239990234375,281.2699890136719,275.04998779296875,280.1199951171875,280.1199951171875,1709200,268.06541817266714,270.3789521961942,275.26199150925027,283.21075677616716,CDNS
2024-08-16,279.489990234375,282.9700012207031,278.6000061035156,281.0,281.0,1090200,270.05535383841067,271.16569647795757,275.48701145006396,283.18875919630483,CDNS
2024-08-19,281.17999267578125,282.3699951171875,276.69000244140625,281.9599914550781,281.9599914550781,1549700,271.8868365486672,271.9652738836702,275.7408538032018,283.176532651616,CDNS
2024-08-20,281.260009765625,283.8399963378906,279.6400146484375,281.3699951171875,281.3699951171875,1423400,273.34578402074726,272.66191990096775,275.96160444296595,283.158557153761,CDNS
2024-08-21,280.5799865722656,284.9800109863281,279.1499938964844,284.55999755859375,284.55999755859375,1208300,275.0710476419544,273.54325898671783,276.2987963298533,283.17250183440615,CDNS
2024-08-22,286.67999267578125,287.4700012207031,274.6300048828125,275.5799865722656,275.5799865722656,1190900,275.14934593892536,273.6941276967584,276.2706077119087,283.0969544188625,CDNS
2024-08-23,279.0199890136719,280.9200134277344,272.7699890136719,273.8999938964844,273.8999938964844,1153400,274.957137932396,273.70937704488625,276.177642464245,283.00544237386373,CDNS
2024-08-26,271.42999267578125,271.94000244140625,264.010009765625,268.25,268.25,1948100,273.92527055818124,273.30497874526503,275.8667545244707,282.8586220517357,CDNS
2024-08-27,266.0199890136719,270.92999267578125,264.3299865722656,268.92999267578125,268.92999267578125,1818000,273.15676626858124,272.9809057030811,275.5947246480515,282.72002872461184,CDNS
2024-08-28,266.9200134277344,268.4200134277344,260.70001220703125,263.0899963378906,263.0899963378906,2292400,271.6080324330904,272.248245750104,275.10434314569227,282.5247050192713,CDNS
2024-08-29,266.1600036621094,271.0,262.30999755859375,265.6300048828125,265.6300048828125,1137800,270.6883358868938,271.75800568586016,274.7328004687166,282.3565985502518,CDNS
2024-08-30,269.1300048828125,270.55999755859375,265.8699951171875,268.92999267578125,268.92999267578125,2021700,270.4178215467226,271.5485232406691,274.50523937879757,282.2230004818491,CDNS
2024-09-03,266.8900146484375,268.489990234375,255.1999969482422,256.2799987792969,256.2799987792969,2083600,268.24277189019557,270.4175214287156,273.7905240611701,281.96486116142574,CDNS
2024-09-04,249.02999877929688,255.92999267578125,248.5,254.1300048828125,254.1300048828125,2512600,266.0715769659828,269.21103872161166,273.01952330907767,281.68789741736,CDNS
2024-09-05,249.27999877929688,255.7899932861328,248.61000061035156,250.85000610351562,250.85000610351562,1470200,263.72979683329555,267.8509622313823,272.150130477487,281.38105272767,CDNS
2024-09-06,251.85000610351562,254.4499969482422,245.4499969482422,247.52000427246094,247.52000427246094,1740200,261.23598259316714,266.3449653455363,271.18424317532913,281.0441268723943,CDNS
2024-09-09,251.3300018310547,253.02000427246094,245.77000427246094,252.80999755859375,252.80999755859375,2378300,259.93967720323275,265.34237513909613,270.46368452369245,280.76319026230675,CDNS
2024-09-10,253.91000366210938,256.70001220703125,252.33999633789062,255.85000610351562,255.85000610351562,1744700,259.3104970340455,264.6392366920161,269.8905990954502,280.5152978826173,CDNS
2024-09-11,256.3500061035156,265.0299987792969,254.8000030517578,264.7200012207031,264.7200012207031,2269600,260.14272844737746,264.6452192496966,269.68783055134253,280.358130751653,CDNS
2024-09-12,265.239990234375,272.2799987792969,264.54998779296875,269.8999938964844,269.8999938964844,1984500,261.64384620877854,265.0344618161253,269.69615068252455,280.2540696884175,CDNS
2024-09-13,269.4100036621094,270.9800109863281,266.2200012207031,268.7200012207031,268.7200012207031,949000,262.7324854413823,265.30746473498294,269.6578703114727,280.1393028379925,CDNS
2024-09-16,268.9100036621094,273.8800048828125,266.8500061035156,273.1300048828125,273.1300048828125,1325200,264.33210381698694,265.8869121533407,269.79403245152525,280.069558579732,CDNS
2024-09-17,275.9800109863281,279.3299865722656,274.010009765625,274.7900085449219,274.7900085449219,1910600,265.9410122366692,266.5464007749393,269.98995308263886,280.0170257435648,CDNS
2024-09-18,275.1600036621094,276.70001220703125,269.4700012207031,269.69000244140625,269.69000244140625,1423800,266.5177799604749,266.7792601576405,269.9781903123945,279.91426929279703,CDNS
2024-09-19,283.3900146484375,284.95001220703125,279.8599853515625,280.3500061035156,280.3500061035156,1688300,268.64581475171195,267.78450059807574,270.3849281865561,279.9186049824559,CDNS
2024-09-20,278.5799865722656,279.9700012207031,273.5400085449219,273.760009765625,273.760009765625,2983900,269.43261398462164,268.2271309067831,270.51728432691175,279.8573254280596,CDNS
2024-09-23,274.6400146484375,276.9599914550781,273.6499938964844,274.0799865722656,274.0799865722656,1122100,270.1475943827207,268.6606757708929,270.6569981404551,279.7998394692955,CDNS
2024-09-24,274.760009765625,276.17999267578125,270.6700134277344,273.32000732421875,273.32000732421875,1443900,270.6356579121819,269.00581144150965,270.7614298731517,279.73536352755343,CDNS
2024-09-25,268.3699951171875,272.1400146484375,268.3699951171875,271.79998779296875,271.79998779296875,1627200,270.8147855861491,269.21278746754365,270.8021576347132,279.65640456502024,CDNS
2024-09-26,280.3900146484375,280.92999267578125,272.19000244140625,274.2300109863281,274.2300109863281,1498000,271.34020487848437,269.5844336541203,270.93658325634516,279.6024105990631,CDNS
2024-09-27,275.19000244140625,275.8900146484375,271.010009765625,274.1300048828125,274.1300048828125,1180700,271.7694048791502,269.9211426340234,271.06181547699094,279.5479588008915,CDNS
2024-09-30,272.1300048828125,272.6600036621094,268.17999267578125,271.0299987792969,271.0299987792969,1773900,271.6556500945574,270.00328012626585,271.0605677633559,279.4632029797811,CDNS
2024-10-01,273.44000244140625,274.3500061035156,263.0299987792969,263.32000732421875,263.32000732421875,1904500,270.3732435145053,269.5082228816698,270.7570163735858,279.30257416728796,CDNS
2024-10-02,262.25,269.760009765625,262.25,267.010009765625,267.010009765625,1202100,269.8558229377545,269.32317005825905,270.6100749379795,279.18026009363956,CDNS
2024-10-03,264.3800048828125,268.6300048828125,264.3800048828125,265.7900085449219,265.7900085449219,1123100,269.2303130311649,269.06145439060447,270.42105272648706,279.0470237598215,CDNS
2024-10-04,272.4100036621094,272.8699951171875,266.510009765625,268.6499938964844,268.6499938964844,1095800,269.14103316429095,269.03097583548447,270.35159943903597,278.94357072635546,CDNS
2024-10-07,265.2099914550781,266.17999267578125,261.3399963378906,262.8599853515625,262.8599853515625,1249100,268.1747181161789,268.57386542926804,270.0578106512919,278.7835350509844,CDNS
2024-10-08,263.57000732421875,270.7799987792969,263.57000732421875,270.1499938964844,270.1499938964844,1685500,268.47860669776435,268.69061568609885,270.06142568051513,278.6976291688501,CDNS
2024-10-09,270.5899963378906,280.2099914550781,268.6099853515625,279.55999755859375,279.55999755859375,1437900,270.18343606096886,269.49575508406144,270.43391869534173,278.7062099488476,CDNS
2024-10-10,277.1300048828125,281.5199890136719,276.8399963378906,280.6400146484375,280.6400146484375,1046300,271.792140459041,270.32125579253375,270.8341577523259,278.72545178665445,CDNS
2024-10-11,280.4700012207031,283.1400146484375,279.2200012207031,282.3900146484375,282.3900146484375,1386300,273.4225826420251,271.2152379300081,271.28732861099695,278.761915098712,CDNS
2024-10-14,284.7300109863281,285.0,280.8699951171875,282.1400146484375,282.1400146484375,1318900,274.763726027627,272.02448064989176,271.71292414187695,278.79552802955504,CDNS
2024-10-15,283.6600036621094,284.3500061035156,268.8599853515625,269.4700012207031,269.4700012207031,2477200,273.9493068265618,271.83525995143333,271.6249663802623,278.7027367180242,CDNS
2024-10-16,270.760009765625,271.9100036621094,262.4599914550781,262.95001220703125,262.95001220703125,2151500,272.2571076543263,271.177093451848,271.28477209895914,278.54599319055166,CDNS
2024-10-17,268.7300109863281,268.8800048828125,262.8500061035156,263.0299987792969,263.0299987792969,2235500,270.8375524427833,270.57360495758496,270.9610554981881,278.39160518645957,CDNS
2024-10-18,263.2300109863281,265.1199951171875,258.25,258.5199890136719,258.5199890136719,4062600,268.9425426844585,269.6807445172951,270.473170538011,278.19387766235224,CDNS
2024-10-21,256.0,258.1300048828125,252.7100067138672,253.14999389648438,253.14999389648438,2828400,266.51291979400094,268.45624447130916,269.793830277559,277.94468478906003,CDNS
2024-07-22,573.0,589.0499877929688,571.4400024414062,587.7100219726562,587.7100219726562,1079900,587.7100219726562,587.7100219726562,587.7100219726562,587.7100219726562,SNPS
2024-07-23,581.3699951171875,593.97998046875,581.3699951171875,588.3300170898438,588.3300170898438,708900,587.805405836839,587.7559475368923,587.7343355066636,587.7161910783,SNPS
2024-07-24,576.02001953125,583.0999755859375,551.1199951171875,553.3300170898438,553.3300170898438,1033200,582.5014998757628,585.2058786148888,586.3851465491413,587.3740400933402,SNPS
2024-07-25,556.4500122070312,557.8800048828125,537.0900268554688,538.719970703125,538.719970703125,1283600,575.7658800030492,581.7624780288322,584.5159239669446,586.8899199999053,SNPS
2024-07-26,548.3599853515625,555.4199829101562,543.3699951171875,546.3800048828125,546.3800048828125,677500,571.2449761383974,579.14155409209,583.0203977283512,586.4868362673969,SNPS
2024-07-29,550.25,555.1300048828125,544.1400146484375,547.52001953125,547.52001953125,490600,567.5949828142209,576.7992181986945,581.6282260343472,586.0991067476343,SNPS
2024-07-30,551.5599975585938,552.0800170898438,522.1900024414062,525.8900146484375,525.8900146484375,1253200,561.1788338656388,573.0281660838606,579.4424138231351,585.5000113038612,SNPS
2024-07-31,552.989990234375,560.8200073242188,548.1500244140625,558.3200073242188,558.3200073242188,1133600,560.739014397728,571.9386728424056,578.6140841565109,585.2295635030688,SNPS
2024-08-01,556.0399780273438,569.0,534.02001953125,540.6699829101562,540.6699829101562,1370800,557.6514710919478,569.6224735881649,577.1260801860657,584.7861845916965,SNPS
2024-08-02,504.0,515.4000244140625,483.70001220703125,505.7799987792969,505.7799987792969,2843500,549.6712445823092,564.8934013801006,574.3281946407022,584.0000533895831,SNPS
2024-08-05,475.0,495.0,474.57000732421875,487.8399963378906,487.8399963378906,2050300,540.1587448523986,559.1857417473443,570.9365005896116,583.0432369015066,SNPS
2024-08-06,500.0,510.54998779296875,487.8699951171875,499.3900146484375,499.3900146484375,1488800,533.8866325133276,554.7564286289067,568.1307560428988,582.2108665308293,SNPS
2024-08-07,513.2000122070312,520.97998046875,488.45001220703125,489.9700012207031,489.9700012207031,1901700,527.1302276990778,549.9574340060768,565.0656284028128,581.2930469755047,SNPS
2024-08-08,504.3999938964844,518.1300048828125,493.7099914550781,515.030029296875,515.030029296875,1110500,525.2686587141235,547.3702188424322,563.1034480457172,580.6337134662647,SNPS
2024-08-09,512.280029296875,526.3200073242188,512.280029296875,524.72998046875,524.72998046875,852900,525.1857851379121,545.6931641480854,561.5986061799538,580.0774574165382,SNPS
2024-08-12,523.0399780273438,528.4400024414062,517.9500122070312,520.8400268554688,520.8400268554688,623200,524.5172069406132,543.852191015299,560.00023052017,579.4880302467764,SNPS
2024-08-13,530.0,534.3800048828125,526.1400146484375,528.6400146484375,528.6400146484375,780500,525.1514850495092,542.7253631362722,558.7704181330432,578.9820798428128,SNPS
2024-08-14,530.4099731445312,534.0,524.2100219726562,530.7999877929688,530.7999877929688,613300,526.02048547158,541.8420019997312,557.6735385118639,578.5026560413219,SNPS
2024-08-15,541.6799926757812,549.2899780273438,538.5,548.280029296875,548.280029296875,622200,529.4450306754715,542.3188929106308,557.3051656014721,578.2019333871483,SNPS
2024-08-16,548.0,554.0800170898438,543.3800048828125,549.0,549.0,580200,532.4534874946297,542.8137897320655,556.979472832787,577.9113668857837,SNPS
2024-08-19,549.0,558.780029296875,544.8200073242188,558.219970703125,558.219970703125,741100,536.4175618343983,543.9549883225144,557.0281198080944,577.715432595409,SNPS
2024-08-20,558.739990234375,565.8699951171875,553.5,557.030029296875,557.030029296875,703900,539.5887106747793,544.9235098761708,557.0281946900074,577.5096076869659,SNPS
2024-08-21,559.5700073242188,568.4400024414062,556.6799926757812,564.6799926757812,564.6799926757812,867800,543.4489079057028,546.3869530465123,557.3282651992535,577.3819498261581,SNPS
2024-08-22,577.260009765625,585.6699829101562,546.9199829101562,548.0599975585938,548.0599975585938,1312000,544.1583063138398,546.5108822696294,556.9648037231492,577.0901891070779,SNPS
2024-08-23,558.8800048828125,558.8800048828125,538.1199951171875,539.3900146484375,539.3900146484375,1053700,543.4247229807011,545.9834105939856,556.2755963084546,576.7150629930616,SNPS
2024-08-26,533.52001953125,537.3400268554688,523.4500122070312,525.9099731445312,525.9099731445312,971300,540.7301460828288,544.4964893014334,555.0847875569282,576.2095397109866,SNPS
2024-08-27,521.9299926757812,529.5399780273438,518.0700073242188,521.780029296875,521.780029296875,1462200,537.8147435003743,542.813788560355,553.7787186055535,575.6679525426871,SNPS
2024-08-28,522.9099731445312,523.7999877929688,506.3299865722656,509.9800109863281,509.9800109863281,1082800,533.5324769597519,540.3816568882048,552.061122228329,575.0143411839174,SNPS
2024-08-29,514.9199829101562,526.4299926757812,513.4299926757812,517.02001953125,517.02001953125,932400,530.9920988938285,538.6511652321341,550.6869613382476,574.4372832570252,SNPS
2024-08-30,525.530029296875,529.0,514.4400024414062,519.5800170898438,519.5800170898438,1233500,529.2363940009078,537.2384875919644,549.4670811716435,573.8914398125756,SNPS
2024-09-03,514.1500244140625,514.4000244140625,479.0899963378906,481.2200012207031,481.2200012207031,2562000,521.8492566501071,533.0889700829821,546.790725095136,572.9693359459899,SNPS
2024-09-04,476.9100036621094,483.3999938964844,472.6000061035156,477.5299987792969,477.5299987792969,1897800,515.0309092853671,528.9734907271536,544.0746181807895,572.0196908000527,SNPS
2024-09-05,475.05999755859375,484.0799865722656,469.5799865722656,476.0299987792969,476.0299987792969,1234300,509.03076920751016,525.051750582868,541.4062017336721,571.0645694864133,SNPS
